matrikelnummer,firstname,name,projects,negatives,skill,programing_skills
727,Firstname,Name,"['Projekt 12', 'Projekt 32', 'Projekt 33']","['Projekt 27', 'Projekt 59']",Schreiben,"{""C++"":""Experte"",""Java"":""Experte"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
728,Firstname,Name,"['Projekt 11', 'Projekt 17', 'Projekt 6']","['Projekt 27', 'Projekt 10']",Schreiben,"{""C"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
729,Firstname,Name,"['Projekt 28', 'Projekt 38', 'Projekt 44']","['Projekt 13', 'Projekt 40']",Programmieren,"{""C"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
730,Firstname,Name,"['Projekt 1', 'Projekt 14', 'Projekt 19']","['Projekt 34', 'Projekt 33']",Programmieren,"{""C"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""PHP"":""Anfänger""}"
731,Firstname,Name,"['Projekt 1', 'Projekt 2', 'Projekt 52']","['Projekt 36', 'Projekt 0']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten""}"
732,Firstname,Name,"['Projekt 53', 'Projekt 40', 'Projekt 22']","['Projekt 5', 'Projekt 47']",Schreiben,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
733,Firstname,Name,"['Projekt 57', 'Projekt 6', 'Projekt 27']","['Projekt 45', 'Projekt 52']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""JavaScript"":""Experte""}"
734,Firstname,Name,"['Projekt 15', 'Projekt 41', 'Projekt 23']","['Projekt 48', 'Projekt 0']",Programmieren,"{""C"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
735,Firstname,Name,"['Projekt 1', 'Projekt 37', 'Projekt 14']","['Projekt 35', 'Projekt 34']",Schreiben,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
736,Firstname,Name,"['Projekt 54', 'Projekt 34', 'Projekt 51']","['Projekt 35', 'Projekt 4']",Programmieren,"{""C++"":""Anfänger"",""C#"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
737,Firstname,Name,"['Projekt 3', 'Projekt 8', 'Projekt 44']","['Projekt 35', 'Projekt 6']",Schreiben,"{""C"":""Anfänger"",""C#"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
738,Firstname,Name,"['Projekt 16', 'Projekt 44', 'Projekt 29']","['Projekt 53', 'Projekt 58']",Programmieren,"{""C"":""Anfänger"",""C++"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
739,Firstname,Name,"['Projekt 46', 'Projekt 39', 'Projekt 44']","['Projekt 3', 'Projekt 17']",Schreiben,"{""C++"":""Experte"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Experte""}"
740,Firstname,Name,"['Projekt 40', 'Projekt 29', 'Projekt 39']","['Projekt 35', 'Projekt 3']",Schreiben,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten""}"
741,Firstname,Name,"['Projekt 48', 'Projekt 8', 'Projekt 18']","['Projekt 5', 'Projekt 38']",Schreiben,"{""C"":""Anfänger"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""PHP"":""Fortgeschritten""}"
742,Firstname,Name,"['Projekt 50', 'Projekt 18', 'Projekt 1']","['Projekt 30', 'Projekt 57']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""JavaScript"":""Experte""}"
743,Firstname,Name,"['Projekt 13', 'Projekt 59', 'Projekt 47']","['Projekt 14', 'Projekt 19']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Experte""}"
744,Firstname,Name,"['Projekt 15', 'Projekt 34', 'Projekt 17']","['Projekt 38', 'Projekt 8']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
745,Firstname,Name,"['Projekt 32', 'Projekt 10', 'Projekt 24']","['Projekt 29', 'Projekt 56']",Programmieren,"{""C"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""PHP"":""Fortgeschritten""}"
746,Firstname,Name,"['Projekt 49', 'Projekt 13', 'Projekt 57']","['Projekt 37', 'Projekt 25']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
747,Firstname,Name,"['Projekt 2', 'Projekt 8', 'Projekt 48']","['Projekt 50', 'Projekt 56']",Schreiben,"{""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""PHP"":""Anfänger""}"
748,Firstname,Name,"['Projekt 38', 'Projekt 12', 'Projekt 59']","['Projekt 53', 'Projekt 31']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""PHP"":""Experte""}"
749,Firstname,Name,"['Projekt 52', 'Projekt 58', 'Projekt 33']","['Projekt 45', 'Projekt 37']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
750,Firstname,Name,"['Projekt 10', 'Projekt 17', 'Projekt 54']","['Projekt 58', 'Projekt 3']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""PHP"":""Fortgeschritten""}"
751,Firstname,Name,"['Projekt 15', 'Projekt 33', 'Projekt 41']","['Projekt 30', 'Projekt 1']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Python"":""Experte"",""PHP"":""Fortgeschritten""}"
752,Firstname,Name,"['Projekt 44', 'Projekt 16', 'Projekt 50']","['Projekt 25', 'Projekt 33']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
753,Firstname,Name,"['Projekt 54', 'Projekt 5', 'Projekt 53']","['Projekt 12', 'Projekt 56']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
754,Firstname,Name,"['Projekt 23', 'Projekt 34', 'Projekt 59']","['Projekt 39', 'Projekt 22']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
755,Firstname,Name,"['Projekt 24', 'Projekt 31', 'Projekt 3']","['Projekt 42', 'Projekt 45']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""Python"":""Fortgeschritten""}"
756,Firstname,Name,"['Projekt 20', 'Projekt 8', 'Projekt 29']","['Projekt 36', 'Projekt 34']",Programmieren,"{""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
757,Firstname,Name,"['Projekt 57', 'Projekt 28', 'Projekt 36']","['Projekt 19', 'Projekt 21']",Programmieren,"{""C"":""Anfänger"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
758,Firstname,Name,"['Projekt 41', 'Projekt 7', 'Projekt 52']","['Projekt 38', 'Projekt 59']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
759,Firstname,Name,"['Projekt 0', 'Projekt 1', 'Projekt 45']","['Projekt 36', 'Projekt 31']",Programmieren,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
760,Firstname,Name,"['Projekt 48', 'Projekt 33', 'Projekt 6']","['Projekt 53', 'Projekt 34']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
761,Firstname,Name,"['Projekt 8', 'Projekt 15', 'Projekt 17']","['Projekt 53', 'Projekt 39']",Schreiben,"{""Java"":""Anfänger"",""Python"":""Anfänger""}"
762,Firstname,Name,"['Projekt 57', 'Projekt 19', 'Projekt 34']","['Projekt 31', 'Projekt 55']",Programmieren,"{""HTML/CSS"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
763,Firstname,Name,"['Projekt 51', 'Projekt 12', 'Projekt 59']","['Projekt 5', 'Projekt 20']",Programmieren,"{""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
764,Firstname,Name,"['Projekt 23', 'Projekt 26', 'Projekt 13']","['Projekt 24', 'Projekt 30']",Programmieren,"{""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
765,Firstname,Name,"['Projekt 25', 'Projekt 41', 'Projekt 27']","['Projekt 47', 'Projekt 40']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
766,Firstname,Name,"['Projekt 18', 'Projekt 25', 'Projekt 46']","['Projekt 36', 'Projekt 45']",Schreiben,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""PHP"":""Fortgeschritten""}"
767,Firstname,Name,"['Projekt 0', 'Projekt 41', 'Projekt 27']","['Projekt 10', 'Projekt 49']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
768,Firstname,Name,"['Projekt 11', 'Projekt 19', 'Projekt 41']","['Projekt 29', 'Projekt 17']",Programmieren,"{""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
769,Firstname,Name,"['Projekt 4', 'Projekt 33', 'Projekt 0']","['Projekt 16', 'Projekt 21']",Schreiben,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
770,Firstname,Name,"['Projekt 10', 'Projekt 3', 'Projekt 33']","['Projekt 22', 'Projekt 6']",Programmieren,"{""C"":""Experte"",""C#"":""Anfänger"",""HTML/CSS"":""Experte"",""PHP"":""Fortgeschritten""}"
771,Firstname,Name,"['Projekt 38', 'Projekt 34', 'Projekt 22']","['Projekt 19', 'Projekt 25']",Schreiben,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Experte"",""Python"":""Anfänger"",""PHP"":""Experte""}"
772,Firstname,Name,"['Projekt 26', 'Projekt 9', 'Projekt 3']","['Projekt 37', 'Projekt 56']",Schreiben,"{""C++"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte""}"
773,Firstname,Name,"['Projekt 35', 'Projekt 13', 'Projekt 33']","['Projekt 21', 'Projekt 58']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger""}"
774,Firstname,Name,"['Projekt 3', 'Projekt 8', 'Projekt 52']","['Projekt 30', 'Projekt 37']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Experte""}"
775,Firstname,Name,"['Projekt 28', 'Projekt 33', 'Projekt 43']","['Projekt 58', 'Projekt 30']",Programmieren,"{""C"":""Fortgeschritten"",""C#"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
776,Firstname,Name,"['Projekt 25', 'Projekt 35', 'Projekt 8']","['Projekt 24', 'Projekt 3']",Schreiben,"{""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger""}"
777,Firstname,Name,"['Projekt 45', 'Projekt 0', 'Projekt 12']","['Projekt 13', 'Projekt 22']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
778,Firstname,Name,"['Projekt 41', 'Projekt 1', 'Projekt 58']","['Projekt 57', 'Projekt 38']",Programmieren,"{""C++"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
779,Firstname,Name,"['Projekt 56', 'Projekt 20', 'Projekt 49']","['Projekt 31', 'Projekt 39']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
780,Firstname,Name,"['Projekt 30', 'Projekt 3', 'Projekt 31']","['Projekt 13', 'Projekt 40']",Schreiben,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Experte""}"
781,Firstname,Name,"['Projekt 55', 'Projekt 35', 'Projekt 28']","['Projekt 12', 'Projekt 7']",Schreiben,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
782,Firstname,Name,"['Projekt 43', 'Projekt 10', 'Projekt 35']","['Projekt 22', 'Projekt 41']",Programmieren,"{""C++"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Experte""}"
783,Firstname,Name,"['Projekt 36', 'Projekt 55', 'Projekt 1']","['Projekt 33', 'Projekt 58']",Schreiben,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
784,Firstname,Name,"['Projekt 15', 'Projekt 36', 'Projekt 12']","['Projekt 47', 'Projekt 19']",Schreiben,"{""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
785,Firstname,Name,"['Projekt 31', 'Projekt 56', 'Projekt 16']","['Projekt 25', 'Projekt 0']",Programmieren,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
786,Firstname,Name,"['Projekt 12', 'Projekt 34', 'Projekt 23']","['Projekt 14', 'Projekt 36']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
787,Firstname,Name,"['Projekt 37', 'Projekt 10', 'Projekt 39']","['Projekt 16', 'Projekt 0']",Programmieren,"{""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger""}"
788,Firstname,Name,"['Projekt 34', 'Projekt 4', 'Projekt 12']","['Projekt 1', 'Projekt 39']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
789,Firstname,Name,"['Projekt 16', 'Projekt 12', 'Projekt 11']","['Projekt 22', 'Projekt 47']",Schreiben,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""PHP"":""Experte""}"
790,Firstname,Name,"['Projekt 29', 'Projekt 48', 'Projekt 36']","['Projekt 17', 'Projekt 25']",Programmieren,"{""C++"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Experte""}"
791,Firstname,Name,"['Projekt 7', 'Projekt 6', 'Projekt 11']","['Projekt 36', 'Projekt 38']",Programmieren,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Anfänger""}"
792,Firstname,Name,"['Projekt 1', 'Projekt 39', 'Projekt 15']","['Projekt 38', 'Projekt 44']",Schreiben,"{""C"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""PHP"":""Anfänger""}"
793,Firstname,Name,"['Projekt 3', 'Projekt 44', 'Projekt 17']","['Projekt 37', 'Projekt 7']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
794,Firstname,Name,"['Projekt 0', 'Projekt 11', 'Projekt 12']","['Projekt 52', 'Projekt 21']",Programmieren,"{""C"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""PHP"":""Anfänger""}"
795,Firstname,Name,"['Projekt 29', 'Projekt 7', 'Projekt 38']","['Projekt 37', 'Projekt 57']",Schreiben,"{""C++"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""JavaScript"":""Experte""}"
796,Firstname,Name,"['Projekt 23', 'Projekt 53', 'Projekt 43']","['Projekt 51', 'Projekt 41']",Programmieren,"{""C++"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Experte""}"
797,Firstname,Name,"['Projekt 34', 'Projekt 30', 'Projekt 44']","['Projekt 45', 'Projekt 1']",Programmieren,"{""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
798,Firstname,Name,"['Projekt 22', 'Projekt 39', 'Projekt 19']","['Projekt 32', 'Projekt 25']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""Python"":""Anfänger"",""PHP"":""Experte""}"
799,Firstname,Name,"['Projekt 58', 'Projekt 32', 'Projekt 47']","['Projekt 18', 'Projekt 13']",Schreiben,"{""C"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
800,Firstname,Name,"['Projekt 14', 'Projekt 53', 'Projekt 52']","['Projekt 36', 'Projekt 46']",Schreiben,"{""C"":""Experte"",""C#"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
801,Firstname,Name,"['Projekt 58', 'Projekt 33', 'Projekt 49']","['Projekt 34', 'Projekt 51']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Anfänger""}"
802,Firstname,Name,"['Projekt 49', 'Projekt 55', 'Projekt 7']","['Projekt 9', 'Projekt 6']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten""}"
803,Firstname,Name,"['Projekt 58', 'Projekt 29', 'Projekt 21']","['Projekt 44', 'Projekt 8']",Schreiben,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""PHP"":""Anfänger""}"
804,Firstname,Name,"['Projekt 26', 'Projekt 15', 'Projekt 18']","['Projekt 43', 'Projekt 57']",Schreiben,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
805,Firstname,Name,"['Projekt 22', 'Projekt 10', 'Projekt 53']","['Projekt 42', 'Projekt 32']",Programmieren,"{""C"":""Fortgeschritten"",""C#"":""Anfänger"",""HTML/CSS"":""Experte"",""PHP"":""Anfänger""}"
806,Firstname,Name,"['Projekt 2', 'Projekt 25', 'Projekt 59']","['Projekt 10', 'Projekt 23']",Programmieren,"{""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
807,Firstname,Name,"['Projekt 36', 'Projekt 53', 'Projekt 3']","['Projekt 13', 'Projekt 58']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
808,Firstname,Name,"['Projekt 40', 'Projekt 27', 'Projekt 37']","['Projekt 41', 'Projekt 19']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
809,Firstname,Name,"['Projekt 20', 'Projekt 59', 'Projekt 33']","['Projekt 8', 'Projekt 44']",Programmieren,"{""C"":""Anfänger"",""C++"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
810,Firstname,Name,"['Projekt 30', 'Projekt 25', 'Projekt 2']","['Projekt 23', 'Projekt 15']",Schreiben,"{""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte""}"
811,Firstname,Name,"['Projekt 54', 'Projekt 22', 'Projekt 29']","['Projekt 34', 'Projekt 3']",Programmieren,"{""C"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
812,Firstname,Name,"['Projekt 46', 'Projekt 31', 'Projekt 23']","['Projekt 28', 'Projekt 5']",Schreiben,"{""C"":""Anfänger"",""C++"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte""}"
813,Firstname,Name,"['Projekt 3', 'Projekt 46', 'Projekt 22']","['Projekt 49', 'Projekt 29']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
814,Firstname,Name,"['Projekt 8', 'Projekt 31', 'Projekt 11']","['Projekt 37', 'Projekt 41']",Programmieren,"{""C#"":""Fortgeschritten"",""Python"":""Fortgeschritten""}"
815,Firstname,Name,"['Projekt 59', 'Projekt 11', 'Projekt 28']","['Projekt 51', 'Projekt 13']",Programmieren,"{""C++"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""PHP"":""Anfänger""}"
816,Firstname,Name,"['Projekt 57', 'Projekt 36', 'Projekt 39']","['Projekt 33', 'Projekt 18']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
817,Firstname,Name,"['Projekt 19', 'Projekt 23', 'Projekt 45']","['Projekt 20', 'Projekt 29']",Schreiben,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""PHP"":""Anfänger""}"
818,Firstname,Name,"['Projekt 14', 'Projekt 34', 'Projekt 56']","['Projekt 9', 'Projekt 21']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
819,Firstname,Name,"['Projekt 33', 'Projekt 0', 'Projekt 7']","['Projekt 29', 'Projekt 36']",Programmieren,"{""C"":""Anfänger"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
